dur,proto,s_port,d_port,s_load,d_load,s_pkt_cnt,d_pkt_cnt,s_iat_mean,d_iat_mean,tcp_rtt,syn_ack,ack_dat,s_bytes_sum,d_bytes_sum,s_bytes_mean,d_bytes_mean,s_bytes_min,d_bytes_min,s_bytes_max,d_bytes_max,s_bytes_med,d_bytes_med,s_bytes_std,d_bytes_std,s_iat_sum,d_iat_sum,s_iat_min,d_iat_min,s_iat_max,d_iat_max,s_iat_med,d_iat_med,s_iat_std,d_iat_std,s_winsize_sum,d_winsize_sum,s_winsize_mean,d_winsize_mean,s_winsize_min,d_winsize_min,s_winsize_max,d_winsize_max,s_winsize_med,d_winsize_med,s_winsize_std,d_winsize_std,s_ttl_sum,d_ttl_sum,s_ttl_mean,d_ttl_mean,s_ttl_min,d_ttl_min,s_ttl_max,d_ttl_max,s_ttl_med,d_ttl_med,s_ttl_std,d_ttl_std,cwr_cnt,ece_cnt,urg_cnt,ack_cnt,psh_cnt,rst_cnt,syn_cnt,fin_cnt,pkt_depth,neg_f1_score,compute_cost,timestamp
true,true,true,true,true,false,true,false,false,false,false,false,true,false,false,true,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,true,true,false,true,false,true,false,true,false,true,true,true,true,true,true,false,false,true,false,false,false,true,false,true,true,false,true,true,true,false,true,false,13,-0.9512097238388317,1589.9999999999998,4340728
true,false,true,true,false,false,true,true,false,false,false,false,false,true,false,true,true,true,false,true,true,false,false,false,false,false,true,true,true,false,false,true,false,false,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,true,false,false,true,false,false,false,true,false,false,false,false,true,false,true,false,true,false,13,-0.9496840070406096,1571.0000000000002,4411350
false,true,true,true,false,false,true,false,false,false,true,false,true,true,false,true,false,false,false,false,true,true,true,false,true,false,true,false,false,false,false,true,false,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,true,false,false,true,false,false,false,true,false,true,false,false,true,false,true,true,true,false,13,-0.9636418817969198,2065.0000000000005,4482484
false,true,true,true,true,false,true,true,false,false,true,false,true,true,true,true,true,true,false,true,false,false,false,true,true,false,true,false,false,false,false,true,false,true,true,true,true,false,true,true,true,false,true,false,true,true,true,true,true,true,false,false,false,false,false,false,true,false,true,false,false,true,false,true,false,true,false,13,-0.9583311917361835,1928.0,4554251
false,true,true,true,true,false,true,false,false,true,false,true,true,true,false,true,true,true,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,true,true,false,true,false,true,false,true,false,true,false,false,true,true,true,true,false,false,false,true,false,false,false,true,false,true,false,false,true,true,true,true,true,true,13,-0.9320443494665435,1741.9999999999998,4625090
false,true,true,true,true,false,true,false,false,false,false,false,true,true,false,true,true,true,false,true,true,false,false,true,false,false,true,false,true,false,false,true,false,true,true,true,true,false,true,true,true,false,false,false,true,true,true,true,false,true,false,false,false,false,false,false,true,false,true,false,false,true,false,true,false,true,true,13,-0.9472954008944077,1798.9999999999989,4695902
false,true,true,false,true,false,false,true,false,false,true,false,true,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,true,false,false,false,true,false,true,true,false,false,true,false,true,true,false,true,true,false,false,false,true,false,false,true,false,true,false,true,true,false,true,false,true,false,13,-0.9286743113825722,1819.0,4766274
false,true,true,true,true,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true,false,false,false,false,true,false,true,false,true,false,true,true,false,true,true,true,true,false,true,false,true,false,false,false,true,true,true,true,true,true,false,true,true,false,false,false,true,false,true,false,false,true,true,true,false,true,false,13,-0.9423733110554103,1805.9999999999986,4836843
false,true,true,true,true,false,true,false,false,true,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,true,false,true,true,true,false,true,false,false,false,true,true,true,true,true,true,false,false,true,true,false,false,false,false,true,false,true,true,true,true,false,true,true,13,-0.9275565300424644,1601.9999999999993,4907527
false,true,true,true,true,false,true,false,false,false,false,false,true,false,false,false,true,true,false,true,false,false,false,false,true,false,false,false,false,true,false,true,true,true,false,true,true,false,true,false,true,false,true,false,true,true,true,true,true,true,false,false,true,false,true,true,true,false,true,false,false,true,true,false,false,true,false,13,-0.962517680301116,2382.9999999999986,4978198
